2024-06-30 21:07:29,741: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-30 21:07:32,353: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-30 21:07:32,354: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-30 21:07:32,356: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-30 21:07:32,356: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-30 21:07:32,358: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-30 21:07:32[0m
2024-06-30 21:07:32,358: root: INFO: [32mNew market order of | 10 SPY buy | with status unprocessed was submitted.[0m
2024-06-30 21:07:32,364: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-30 21:07:32[0m
2024-06-30 21:07:32,364: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-30 21:07:32,364: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-30 21:07:33,893: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-30 21:07:33,894: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-06-30 21:07:33,894: root: INFO: market order of | 10 SPY buy | with status new was filled
2024-06-30 21:07:33,900: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-30 21:07:33,901: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-30 21:07:33,902: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-30 21:07:33,904: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-06-30 21:07:33,907: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-30 21:07:33,909: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-30 21:07:33,909: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-30 21:07:33,910: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-06-30 21:07:33,912: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-30 21:07:33,913: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-30 21:07:33,914: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-30 21:07:33,916: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-06-30 21:07:33,916: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-30 21:07:33,919: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,919: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,921: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-30 21:07:33,923: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-06-30 21:07:33,923: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-06-30 21:07:33,925: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,926: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,927: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-30 21:07:33,928: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-06-30 21:07:33,929: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-06-30 21:07:33,931: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,931: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,932: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-30 21:07:33,934: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-06-30 21:07:33,934: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-06-30 21:07:33,937: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,937: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,939: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-06-30 21:07:33,941: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-06-30 21:07:33,941: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-06-30 21:07:33,944: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-30 21:07:33[0m
2024-06-30 21:07:33,944: root: INFO: [34mMLTrader : Trading iteration ended at 2024-06-30 21:07:33[0m
