datetime,portfolio_value,cash,return
2023-12-15 09:30:00-05:00,100000.0,100000.0,
2023-12-16 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-18 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-19 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-20 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-21 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-22 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-23 09:30:00-05:00,100000.0,104738.59985351562,0.0
2023-12-26 09:30:00-05:00,99997.89978027344,104738.59985351562,-2.1002197265640454e-05
2023-12-27 09:30:00-05:00,99984.19982910156,104738.59985351562,-0.00013700238906999562
2023-12-28 09:30:00-05:00,99969.7998046875,104738.59985351562,-0.0001440230000208098
2023-12-29 09:30:00-05:00,99973.69995117188,104738.59985351562,3.901324692057173e-05
2023-12-30 09:30:00-05:00,99973.69995117188,104738.59985351562,0.0
2024-01-02 09:30:00-05:00,100016.99981689453,104738.59985351562,0.000433112566042837
2024-01-03 09:30:00-05:00,100034.29992675781,104738.59985351562,0.00017297169376151444
2024-01-04 09:30:00-05:00,100055.59997558594,104738.59985351562,0.000212927454320333
2024-01-05 09:30:00-05:00,100063.69995117188,104738.59985351562,8.095474504088429e-05
2024-01-06 09:30:00-05:00,100063.69995117188,104738.59985351562,0.0
2024-01-08 09:30:00-05:00,100054.29992675781,104738.59985351562,-9.394040414900662e-05
2024-01-09 09:30:00-05:00,99985.49987792969,109422.89978027344,-0.0006876271072656648
2024-01-10 09:30:00-05:00,99939.69970703125,109422.89978027344,-0.00045806812942228436
2024-01-11 09:30:00-05:00,99871.09985351562,109422.89978027344,-0.0006864124438709096
2024-01-12 09:30:00-05:00,99866.09985351562,109422.89978027344,-5.006453325673288e-05
2024-01-13 09:30:00-05:00,99866.09985351562,109422.89978027344,0.0
2024-01-16 09:30:00-05:00,99917.69958496094,109422.89978027344,0.0005166891619978742
2024-01-17 09:30:00-05:00,99986.49963378906,109422.89978027344,0.0006885671819298889
2024-01-18 09:30:00-05:00,99920.79956054688,114141.09985351562,-0.0006570894419029027
2024-01-19 09:30:00-05:00,99811.6000366211,114141.09985351562,-0.0010928607898059717
2024-01-20 09:30:00-05:00,99811.6000366211,114141.09985351562,0.0
2024-01-22 09:30:00-05:00,99620.79956054688,114141.09985351562,-0.0019116062261722577
2024-01-23 09:30:00-05:00,99620.79956054688,114141.09985351562,0.0
2024-01-24 09:30:00-05:00,99506.79992675781,114141.09985351562,-0.0011443356637563795
2024-01-25 09:30:00-05:00,99513.70025634766,114141.09985351562,6.93453070033101e-05
2024-01-26 09:30:00-05:00,99513.3999633789,114141.09985351562,-3.0176042894458632e-06
2024-01-27 09:30:00-05:00,99513.3999633789,114141.09985351562,0.0
2024-01-29 09:30:00-05:00,99509.19952392578,114141.09985351562,-4.2209787372016194e-05
2024-01-30 09:30:00-05:00,99424.29992675781,114141.09985351562,-0.0008531833998680627
2024-01-31 09:30:00-05:00,99482.5,114141.09985351562,0.00058537071203979
2024-02-01 09:30:00-05:00,99602.19970703125,114141.09985351562,0.0012032237532355605
2024-02-02 09:30:00-05:00,99451.6000366211,114141.09985351562,-0.0015120114902394954
2024-02-03 09:30:00-05:00,99371.97491455078,104268.47485351562,-0.000800641940813307
2024-02-05 09:30:00-05:00,99331.47473144531,104268.47485351562,-0.000407561419004665
2024-02-06 09:30:00-05:00,99333.2749633789,104268.47485351562,1.812347937502068e-05
2024-02-07 09:30:00-05:00,99305.5747680664,104268.47485351562,-0.00027886119049946867
2024-02-08 09:30:00-05:00,99292.94500732422,99292.94500732422,-0.00012718078286833023
2024-02-09 09:30:00-05:00,99292.94500732422,99292.94500732422,0.0
2024-02-10 09:30:00-05:00,99292.94500732422,99292.94500732422,0.0
2024-02-12 09:30:00-05:00,99292.94500732422,99292.94500732422,0.0
